Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
0.0,9631.426666666666,1162172.1854304636,1151104.0,1159936.0,1163008.0,1175552.0,1190528.0,934656.0,928512.0,5414716.768211921
