Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
0.0,0.0,715761.0389610389,708280.5194805195,704376.4705882353,713160.7843137255,724831.3725490196,760721.568627451,851450.9803921569,851450.9803921569,5403116.155844156
