Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
1326.2368421052631,1326.2368421052631,1211747.3684210526,1203663.1578947369,1210484.2105263157,1222105.2631578948,1235873.6842105263,1258484.2105263157,1111452.6315789474,1109684.2105263157,5403996.815789473
