Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
80984.29054054055,96534.71621621621,1097750.3355704697,1097492.6174496645,1112826.8456375839,1120300.6711409397,1127481.0810810812,1146551.3513513512,955718.9189189189,956497.2972972973,5447219.463087249
