Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU Load (Normalized) [%],CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],GPU Load [%],Memory Usage [KB],Mobile Data State,Wi-Fi State
99290.5,142321.04347826086,0.0,1318121.7391304346,1322921.7391304346,1328139.1304347827,1351095.652173913,1369043.4782608696,1369043.4782608696,1382400.0,1382400.0,5.304347826086957,5374327.748381129,0.0,3.0
