Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
0.0,86036.29931972788,1153816.2162162163,1144994.5945945946,1136172.972972973,1120086.4864864864,1127706.1224489796,1142334.693877551,1559118.3673469387,1554024.4897959183,5381211.27027027
