Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),Battery Remaining (%) [%],CPU Load [%],CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],GPU Frequency [KHz],GPU Load [%],Memory Usage [KB],Mobile Data State,Wi-Fi State
0.0,45036.34042553192,24.0,0.0,1527012.7659574468,1527012.7659574468,1527012.7659574468,1557242.5531914893,1557242.5531914893,1557242.5531914893,253000.0,2.765957446808511,5440999.234042553,6.0,1.0
