Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
1689.0526315789473,15594.723684210527,921349.0196078431,909552.9411764706,921349.0196078431,951968.6274509804,974652.6315789474,1006484.2105263158,900631.5789473684,902652.6315789474,5245166.352941177
