Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
9701.69536423841,10680.185430463576,917178.947368421,917658.2781456953,920074.1721854304,928211.9205298013,938384.1059602649,990262.2516556291,909774.8344370861,909774.8344370861,5399286.47368421
