"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,0,0.282331038,5950.461599620514,9690.751747953409
"104.16.49.182","192.168.119.140",26,6906,11,5291,15,1615,0.316733111,4.3113492529999995,9817.80818859585,2996.7416791877336
"104.16.47.182","192.168.119.140",44,12006,19,9261,25,2745,0.617982042,3.499270551,21172.412627205285,6275.593635857738
"52.222.143.3","192.168.119.140",6,552,2,210,4,342,1.7954100990000001,3.8753517399999997,433.50903678229736,706.00043133117
"104.18.40.122","192.168.119.140",9,720,3,279,6,441,2.170403614,2.4472937580000003,912.0278236741206,1441.5923664526422
"172.64.147.134","192.168.119.140",6,480,2,186,4,294,4.061352929,0.30431228000000043,4889.713947790729,7728.902691669217
"108.156.68.207","192.168.119.140",3,276,1,105,2,171,6.0405895019999996,0.041595958000000266,20194.269837468215,32887.81087816252
"172.217.168.228","192.168.119.140",3,210,2,132,1,78,7.138932342,0.023342650999999215,45239.07760091326,26732.18221872147
"104.16.46.182","192.168.119.140",91,45453,47,41090,44,4363,7.225759689,4.700201234,69937.4311087209,7426.0650262192585
"104.16.48.182","192.168.119.140",20,5323,9,4283,11,1040,8.258254596,0.2956339640000003,115900.07973508742,28142.90985862501
"13.227.209.198","192.168.119.140",3,276,1,105,2,171,12.380792339,0.027847775000001462,30163.989762196652,49124.21189843455
"34.117.237.239","192.168.119.140",3,276,1,105,2,171,12.38289115,0.036615207999998844,22941.287128562166,37361.524752229816
"52.222.139.10","192.168.119.140",22,7561,10,6357,12,1204,12.43618247,0.7601239149999994,66904.88089695222,12671.61815320599
"52.222.139.41","192.168.119.140",22,7561,10,6357,12,1204,12.516210832,0.8255535680000001,61602.301741853764,11667.32284052099
"52.222.139.89","192.168.119.140",162,53741,74,44825,88,8916,12.517290993,2.314757310000001,154919.04851139657,30814.46149531761
"142.251.36.46","192.168.119.140",19,6991,8,5839,11,1152,12.552310621,0.9905018749999996,47159.9309188587,9304.374108327664
"142.250.179.130","192.168.119.140",19,6894,8,5734,11,1160,12.642024337,1.0268521859999993,44672.447140313176,9037.327987925233
"142.251.39.104","192.168.119.140",19,6994,8,5840,11,1154,12.643572624,1.024935876999999,45583.33945412279,9007.392761996181
"52.222.139.116","192.168.119.140",48,15473,22,12828,26,2645,12.669207057,1.5758359320000004,65123.530893062525,13427.79382695279

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"192.168.119.140","207.241.224.2",214,72871,115,11785,99,61086,0,6.493742988,14518.591230700551,75255.21119376953
"192.168.119.140","207.241.239.241",48,16520,28,2622,20,13898,3.040624285,2.855856783,7344.90613285071,38931.92426939709
"23.198.19.183","192.168.119.140",3,198,1,66,2,132,3.041577727,0.026121623999999954,20213.138356175747,40426.27671235149
"151.101.193.69","192.168.119.140",4,264,2,132,2,132,3.042011114,0.025495475999999684,41419.11294380278,41419.11294380278
"104.16.49.182","192.168.119.140",3,162,1,54,2,108,3.042316011,0.03074565500000004,14050.765872446023,28101.531744892047
"192.168.119.140","207.241.225.102",22,7761,12,1230,10,6531,5.224263302,1.2570225480000001,7828.021872524118,41564.886869475624
"192.0.77.48","192.168.119.140",11,828,5,387,6,441,5.879314691,0.1403745169999997,22055.2851483721,25132.76679698216
"104.18.40.122","192.168.119.140",3,240,1,93,2,147,6.101019145,0.021210351999999766,35077.21135415424,55444.624398501874
"13.227.209.198","192.168.119.140",3,276,1,105,2,171,6.333330363,0.03413051300000003,24611.408565701877,40081.4368070002
"34.117.237.239","192.168.119.140",3,276,1,105,2,171,6.336875431,0.025557714999999703,32866.7879738079,53525.91184305858

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"104.73.152.39","192.168.119.140",13,1379,5,520,8,859,0,1.062671926,3914.660675810495,6466.718308694644
"151.101.1.69","192.168.119.140",4,356,2,178,2,178,0.15879044,0.031377481999999984,45382.86405518457,45382.86405518457
"142.251.39.104","192.168.119.140",19,6994,8,5840,11,1154,1.027072706,0.42059477200000006,111080.79108505893,21949.868649342123
"172.217.168.232","192.168.119.140",19,6994,8,5840,11,1154,1.2865026529999999,0.270744058,172561.4971760525,34098.62461321312
"52.222.143.3","192.168.119.140",15,1380,5,525,10,855,2.036534659,3.915627292,1072.6250704659763,1746.8465433303043
"13.227.209.198","192.168.119.140",3,276,1,105,2,171,2.823099485,0.049702718999999895,16900.483854816914,27523.645134987542
"34.117.237.239","192.168.119.140",3,276,1,105,2,171,5.95309883,0.03557135500000008,23614.50667257399,38457.91086676335

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"66.254.114.41","192.168.119.140",20,6030,8,4863,12,1167,0,0.520081225,74803.70013357048,17951.042166538507
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,1.8115742780000001,0.41236631899999976,4074.0475703109037,6634.877471649186
"52.222.143.3","192.168.119.140",3,276,1,105,2,171,3.669529915,0.0272839760000001,30787.30167479978,50139.31987038821
"104.18.40.122","192.168.119.140",6,480,2,186,4,294,4.001238792,0.752621123,1977.0904038259368,3125.078380240997

