"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"104.16.65.85","192.168.119.140",3,240,1,93,2,147,1.515380077,0.03256038199999978,22849.854771360027,36117.51238053681
"142.251.36.36","192.168.119.140",8,528,0,0,8,528,1.912422833,2.047963121,0,2062.537140775007
"172.217.168.228","192.168.119.140",4,264,0,0,4,264,2.16840343,1.792065961,0,1178.5280486112642
"91.198.174.194","192.168.119.140",23,7240,10,5965,13,1275,4.697900782,0.21487400900000075,222083.63041246106,47469.67791716477

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"142.251.36.36","192.168.119.140",39,12014,19,9866,20,2148,0,14.04463318,5619.797896352035,1223.5278614802526
"172.217.168.228","192.168.119.140",36,11832,17,9742,19,2090,1.333983068,11.394628402,6839.714052133598,1467.3580752370374
"142.250.179.132","192.168.119.140",21,6114,10,4970,11,1144,3.438202754,10.118420833,3929.466925345464,904.4889663169439
"192.168.119.140","199.232.194.133",6,403,3,174,3,229,4.278864939,0.033389896000000086,41689.258331322635,54866.89745903957
"90.216.129.62","192.168.119.140",10,1134,4,401,6,733,5.160138649,0.18977191099999935,16904.503849360568,30900.25267227256
"23.198.19.183","192.168.119.140",481,352650,283,335693,198,16957,5.582344067,8.656570617,310231.8595687371,15670.870833490944
"34.117.237.239","192.168.119.140",9,828,3,315,6,513,6.449368282,7.950601229,316.95716178145653,516.187377758372
"87.248.116.11","192.168.119.140",3,276,1,105,2,171,8.235301839,0.029558888000000394,28417.848465747047,46280.496072788046
"142.251.39.100","192.168.119.140",2,132,1,66,1,66,9.572252197,0.04045786700000065,13050.613864541883,13050.613864541883
"104.81.141.56","192.168.119.140",26,7398,12,6087,14,1311,10.782496951,0.6336447019999998,76850.63860914286,16551.86252942111
"13.227.219.36","192.168.119.140",22,7588,10,6385,12,1203,10.78417324,0.7591087989999998,67289.43211735846,12678.024563380146
"52.222.139.85","192.168.119.140",22,6651,10,5451,12,1200,10.834138691,0.7856989629999998,55502.17329229187,12218.4200973675
"104.18.40.122","192.168.119.140",18,1440,6,558,12,882,10.837811632,3.0209639400000015,1477.6740433386299,2335.6783265675117
"96.17.179.178","192.168.119.140",120,29393,55,23203,65,6190,11.666240998,2.7876580540000013,66587.79391311956,17764.015184338667
"96.17.179.180","192.168.119.140",22,5763,10,4574,12,1189,11.66764505,2.1326426829999985,17158.054788871552,4460.193953644136
"157.240.247.8","192.168.119.140",19,5159,8,4025,11,1134,11.75421663,2.1913574019999995,14694.088682481384,4139.899767933885
"13.227.219.106","192.168.119.140",22,7584,10,6380,12,1204,11.829256111,2.1263489389999997,24003.586177160367,4529.830369482927
"104.16.65.85","192.168.119.140",4,294,2,147,2,147,13.449694656,0.028643949999999307,41055.79014067642,41055.79014067642
"13.227.209.198","192.168.119.140",6,552,2,210,4,342,14.347806832,0.2521982539999996,6661.425974820597,10848.6080161364

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"172.217.168.228","192.168.119.140",1,66,0,0,1,66,0,0,0,0
"104.73.132.208","192.168.119.140",1396,299629,651,224873,745,74756,0.20884846,10.156045734,177134.29489367444,58885.91048757087
"104.99.235.115","192.168.119.140",92,95072,67,93204,25,1868,0.613430923,0.22348067399999993,3336449.575948568,66869.3168519798
"104.81.140.36","192.168.119.140",20,5389,9,4223,11,1166,1.245751336,0.8231524779999999,41042.21380962666,11332.043879238618
"142.251.36.46","192.168.119.140",6,552,2,210,4,342,1.369019759,5.048041842,332.80231277449064,541.9923379470276
"52.222.143.3","192.168.119.140",6,552,2,210,4,342,1.464857659,4.8061512550000005,349.55204504898586,569.2704733654912
"80.67.93.35","192.168.119.140",52,14796,24,12174,28,2622,1.520876876,3.7624548730000003,25885.227408015213,5575.083478217175
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,3.390755562,0.3679338940000001,4566.037615441864,7436.118402291036
"95.101.125.221","192.168.119.140",123,23710,58,17250,65,6460,3.859041556,4.318312128,31956.930372217877,11967.638852436376
"13.227.209.198","192.168.119.140",12,1104,4,420,8,684,4.236884878,4.777948931000001,703.2306222864481,1145.2612991522153
"34.117.237.239","192.168.119.140",6,552,2,210,4,342,8.988499265,0.8478165420000003,1981.5607702544678,3227.113254414419
"172.64.147.134","192.168.119.140",3,240,1,93,2,147,9.405196375,0.03412846000000158,21799.98745914599,34458.044693488824

"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"142.251.36.4","192.168.119.140",32,11222,16,9668,16,1554,0,20.888251449,3702.7512900656297,595.1670981342561
"142.251.36.36","192.168.119.140",36,11833,17,9743,19,2090,0.358256495,18.890054749,4126.192381953058,885.1218390928761
"172.217.168.228","192.168.119.140",71,23596,33,19416,38,4180,0.950008274,17.630243455,8810.31509272485,1896.7406823027336
"142.250.179.132","192.168.119.140",68,23400,32,19352,36,4048,1.5374130990000001,18.250906883,8482.646971598162,1774.3775806650146
"13.227.209.198","192.168.119.140",48,4416,16,1680,32,2736,2.234765949,33.690404063,398.926649109569,649.6805428355838
"142.250.179.164","192.168.119.140",17,5851,8,4839,9,1012,5.401838042,10.234465493,3782.513119661949,791.0525474473843
"47.88.251.174","192.168.119.140",62,21910,27,18338,35,3572,12.031542246,6.175830061999999,23754.5396371368,4627.070323037007
"151.101.1.16","192.168.119.140",36,2376,18,1332,18,1044,16.408988788,27.278731920000002,390.6339939572968,306.1725898584218
"34.117.237.239","192.168.119.140",41,3953,16,1538,25,2415,16.60453806,23.595825375,521.4481716344708,818.7889040944387
"52.222.143.3","192.168.119.140",16,1446,6,591,10,855,17.205233999,23.704262076,199.45780150595735,288.55570268628344
"172.64.147.134","192.168.119.140",27,2160,9,837,18,1323,17.427937162,18.224401846,367.4194663058134,580.7598015801566
"18.155.155.201","192.168.119.140",3,276,1,105,2,171,17.617022457,0.03696676099999863,22723.116044709222,37006.21755852645
"142.251.36.46","192.168.119.140",32,3125,13,1223,19,1902,17.75141701,28.682451048999997,341.1145018006094,530.4985956048724
"47.91.64.21","192.168.119.140",157,81258,83,74300,74,6958,18.635176848,16.564558054000003,35883.84296534036,3360.4277167272976
"104.99.235.115","192.168.119.140",4,356,2,178,2,178,20.709711615,0.04642692999999909,30671.853598763217,30671.853598763217
"34.120.208.123","192.168.119.140",6,552,2,210,4,342,23.379702963,0.3587482719999997,4682.949385746453,7626.517571072794
