"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"52.17.99.225","192.168.119.140",62,16929,28,11780,34,5149,219.805228981,18.701099234999987,5039.275970667297,2202.6512710497377
"108.128.24.220","192.168.119.140",32,9750,14,7554,18,2196,220.429592917,19.661286004999994,3073.6544895706083,893.532599827516
"8.238.16.250","192.168.119.140",19,6077,8,4922,11,1155,220.500713498,3.5609824249999917,11057.622672765674,2594.789554458422
"2.16.232.64","192.168.119.140",56,26790,26,23753,30,3037,222.487278584,17.725319400000018,10720.483829476145,1370.6946234210018
"13.227.219.52","192.168.119.140",224,174233,136,166331,88,7902,222.551258917,39.41494058699996,33759.98999828205,1603.8588174569068
"13.227.219.42","192.168.119.140",24,8278,11,7006,13,1272,222.552753832,3.6425575549999962,15386.990913311749,2793.641513236161
"167.44.7.21","192.168.119.140",59,25465,27,19696,32,5769,225.051209879,14.696525723000008,10721.445528680746,3140.334040158368
"142.250.179.173","192.168.119.140",141,98256,83,93006,58,5250,228.76815027,33.18676315799999,22420.023201950626,1265.5648217345201
"47.241.74.86","192.168.119.140",28,7139,12,4733,16,2406,229.788509158,10.449076948999988,3623.669361878296,1842.0765866636764
"104.18.55.220","192.168.119.140",46,10988,19,7967,27,3021,231.308577762,30.65900785300002,2078.8670104914486,788.2838256175055
"52.210.26.59","192.168.119.140",24,8864,10,6338,14,2526,235.697754823,23.00322509100002,2204.2126614601475,878.4855132294625
"13.227.219.54","192.168.119.140",64,19934,30,16009,34,3925,239.304450519,22.664211410999997,5650.847394489124,1385.444189104242
"13.227.219.110","192.168.119.140",32,10108,15,7908,17,2200,239.305726317,22.66524152599999,2791.234319185522,776.5194110025478
"47.91.64.6","192.168.119.140",64,22305,28,18765,36,3540,239.947566988,22.021470103000013,6816.983575476596,1286.0176849020597
"142.250.179.206","192.168.119.140",38,12100,16,9514,22,2586,240.560153909,21.408005409999987,3555.305529045083,966.3674687944697
"54.239.26.255","192.168.119.140",29,10146,14,7070,15,3076,240.56128163099999,18.455322153999987,3064.6986017386453,1333.3823053674785
"151.101.1.21","192.168.119.140",111,62852,57,55059,54,7793,240.79902687,21.16940958799998,20807.00447355341,2945.004193000267
"3.209.46.33","192.168.119.140",26,7923,11,5753,15,2170,241.089398596,17.71660625199999,2597.788726879023,979.8716386802504
"151.101.2.133","192.168.119.140",3414,3529937,2567,3465627,847,64310,241.090738144,27.818656223000005,996633.9055974032,18494.063691496227
"54.171.150.101","192.168.119.140",28,11298,12,8803,16,2495,245.362265089,13.007115290000002,5414.267378266622,1534.5447130268342
"3.226.203.17","192.168.119.140",35,12105,15,7029,20,5076,249.158978071,12.89455083499999,4360.9118859237915,3149.2372646107788
"104.18.55.36","192.168.119.140",45,9186,20,6559,25,2627,252.141675768,14.478985160000008,3624.0108971836235,1451.4829435739257
"192.168.119.140","192.229.221.25",55,16183,30,5842,25,10341,252.753146576,9.214268828000002,5072.133326301514,8978.249011859629
"142.251.36.3","192.168.119.140",66,30833,30,27023,36,3810,254.202839673,13.980863658999994,15462.850169548321,2180.1228267024053
"151.101.1.35","192.168.119.140",7,478,3,206,4,272,255.601805671,0.25283081500001003,6518.192808103453,8606.545843709413
"13.227.219.102","192.168.119.140",28,8117,13,6597,15,1520,257.506296767,2.9178484889999936,18087.29966581898,4167.454220410012
"13.227.219.83","192.168.119.140",25,7933,12,6536,13,1397,258.650695808,2.763451261,18921.267307272403,4044.2182417777767
"52.222.139.123","192.168.119.140",59,19901,29,16102,30,3799,261.254350008,4.429932142999974,29078.549251268018,6860.601701997714
"52.222.139.27","192.168.119.140",22,7569,10,6373,12,1196,262.861700149,2.471044376000009,20632.571594092577,3872.0470149905414
"13.227.219.59","192.168.119.140",55,18022,26,14814,29,3208,264.331057649,3.0771654430000126,38513.36634160931,8340.143055480132
"13.227.219.23","192.168.119.140",88,39845,43,35066,45,4779,264.332675951,4.536910535000004,61832.38524010254,8426.879856911255
"142.251.39.100","192.168.119.140",33,8915,16,6648,17,2267,264.468661571,3.571346935000008,14891.860401123387,5078.196078421588
"142.251.36.10","192.168.119.140",16,6845,7,5816,9,1029,266.442166145,2.4304161590000035,19144.046515533366,3387.0742545536164

