"Address A","Address B","Packets","Bytes","Packets A → B","Bytes A → B","Packets B → A","Bytes B → A","Rel Start","Duration","Bits/s A → B","Bits/s B → A"
"172.217.168.227","192.168.119.140",21,6978,9,5637,12,1341,234.160226297,0.8325009379999813,54169.308335363115,12886.471966954397
"192.168.119.140","198.143.164.252",69,33124,37,3461,32,29663,3.218464619,98.231517486,281.8647284355157,2415.762334464808
"192.168.119.140","216.58.208.106",27,7797,16,1647,11,6150,9.126429046,61.425710991,214.50301164492058,800.9675298216524
"192.168.119.140","209.54.183.244",29,10138,15,3068,14,7070,29.403296961,60.112494235,408.30114125774304,940.9025647627913
"192.168.119.140","216.58.214.22",24,7579,14,1467,10,6112,64.276513316,3.641615896999994,3222.74515817779,13427.006412258113
"192.168.119.140","199.232.150.208",240,168022,105,8646,135,159376,64.532846327,36.820863536000005,1878.5002131298193,34627.32477073538
"192.168.119.140","199.232.194.133",292,196232,106,10000,186,186232,71.027176635,30.329002802999995,2637.7392135057867,49123.144920960964
"192.168.119.140","216.58.214.4",52,24308,27,2636,25,21672,76.533298634,24.815080517,849.805826160963,6986.71922024294
"192.168.119.140","199.232.194.217",35,8268,18,2063,17,6205,78.974433555,22.379490578000002,737.4609329232962,2218.1023212743835
"192.168.119.140","216.239.38.21",153,108565,66,5766,87,102799,101.351966274,64.51474262299999,714.999364866954,12747.349932181409
"192.168.119.140","207.241.225.102",33,9404,18,2225,15,7179,180.29862833,27.480373383,647.7350126185511,2089.92793509599
"192.168.119.140","207.241.239.242",74,20593,43,5397,31,15196,181.144284638,26.77005468500002,1612.8469107757435,4541.193562376912
"192.168.119.140","207.241.224.2",193,117541,78,7581,115,109960,181.322845341,26.590784138999993,2280.790204717927,33082.13836047794
"192.168.119.140","205.185.208.142",58,13726,30,3116,28,10610,207.078351207,60.148535708000026,414.44067933784237,1411.1731732267353
"192.168.119.140","192.229.221.25",36,9766,20,2105,16,7661,248.794595263,4.23035049500001,3980.7576275071647,14487.68844861396
"192.168.119.140","216.58.214.3",273,214961,124,9379,149,205582,258.44036443,3.0363531340000236,24711.223197268402,541655.0471628993

