Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
11825.644736842105,11825.644736842105,937286.274509804,914823.5294117647,925239.2156862745,919578.947368421,964294.7368421053,990063.1578947369,913010.5263157894,913010.5263157894,5396871.712418301
