Battery Power* [uW] (Delta),Battery Power* [uW] (Raw),CPU1 Frequency [kHz],CPU2 Frequency [kHz],CPU3 Frequency [kHz],CPU4 Frequency [kHz],CPU5 Frequency [kHz],CPU6 Frequency [kHz],CPU7 Frequency [kHz],CPU8 Frequency [kHz],Memory Usage [KB]
128156.8445945946,139041.86486486485,1138340.9395973154,1133708.1081081082,1124627.027027027,1133059.4594594594,1139286.4864864864,1169772.972972973,1130205.4054054054,1141362.1621621621,5437892.187919463
